symbol,company_name
INFORTEC,Informed Technologies India Ltd.
INFY,Infosys Limited
INFRONICS,INFRONICS SYSTEMS LIMITED
INGERRAND,Ingersoll Rand (India) Limited
INLANPR,Inland Printers Ltd.
INNOKAIZ,INNOKAIZ INDIA LIMITED
INNOVACAP,Innova Captab Limited
INNOVANA,Innovana Thinklabs Limited
INOVSYNTH,INNOVASSYNTH TECHNOLOGIES (INDIA) LIMITED
INNOVATIVE,Innovative Ideals and Services (India) Limited
INNOVTEC,Innovative Tech Pack Ltd
INNOVATORS,Innovators Facade Systems Limited
INNOVISION,Innovision Limited
INOXGREEN,Inox Green Energy Services Limited
INOXINDIA,INOX India Limited
INOXWIND,Inox Wind Limited
INSECTICID,Insecticides (India) Limited
INA,Insolation Energy Limited
INSPIRISYS,Inspirisys Solutions Limited
INTECCAP,Intec Capital Limited
INTCAPL,INTEGRA CAPITAL LIMITED
INTEGRAEN,Integra Engineering India Ltd.
ESSENTIA,Integra Essentia Limited
ICSL,Integrated Capital Services Ltd
INTEGHIT,Integrated Hi-tech ltd.
INTEGFD,Integrated Proteins Ltd.
INTETHR,Integrated Thermoplastics Ltd.
INTELLECT,Intellect Design Arena Limited
INTENTECH,Intense Technologies Limited
INTRGLB,Inter Globe Finance Ltd.
INTSTOIL,Inter State Oil Carrier Ltd
IFINSER,INTERACTIVE FINANCIAL SERVICES LIMITED
INTERARCH,Interarch Building Solutions Limited
INDIGO,InterGlobe Aviation Limited
INTLCOMBQ,International Combustion (India) Lt
INTLCONV,International Conveyors Limited
IDM,International Data Managements Ltd.
IGIL,International Gemological Institute Limited
ITHL,International Travel House Ltd
ISFT,Intrasoft Technologies Limited
INVENTURE,Inventure Growth & Securities Limited
IKS,Inventurus Knowledge Solutions Limited
INVPRECQ,Investment & Precision Castings Limited
INVIGO,Invigorated Business Consulting Limited
IOLCP,IOL Chemicals and Pharmaceuticals Limited
IONEXCHANG,ION Exchange (India) Limited
IPRINGLTD,IP Rings Ltd.
IPCALAB,IPCA Laboratories Limited
IRB,IRB Infrastructure Developers Limited
IRCON,Ircon International Limited
IRISDOREME,Iris Clothings Limited
IRIS,IRIS RegTech Solutions Limited
IRMENERGY,IRM Energy Limited
IRONWOOD,IRONWOOD EDUCATION LIMITED
ISERA,iSERA LIFESCIENCES LIMITED
ISFL,ISF LIMITED
ISGEC,Isgec Heavy Engineering Limited
IISL,ISHAAN INFRASTRUCTURE AND SHELTERS LIMITED
ISHANCH,Ishan Dyes and Chemicals Limited
ISHITADR,Ishita Drugs & Industries Ltd.
ISHWATR,Ishwarshakti Holdings & Traders Ltd
ISLCONSUL,ISL Consulting Ltd
ISTLTD,IST Limited
ISTRNETWK,iStreet Network Limited
ITCHOTELS,ITC Hotels Limited
ITC,ITC Limited
ITCONS,ITCONS E-Solutions Limited
ITI,ITI Limited
ITL,ITL Industries Ltd.
IVALUE,Ivalue Infosolutions Limited
IVP,IVP Limited
IZMO,IZMO Limited
JAFINANCE,J.A. Finance Limited
JGCHEM,J.G.Chemicals Limited
JJFINCOR,J.J. Finance Corporation Ltd.
JKIL,J.Kumar Infraprojects Limited
JACKSON,Jackson Investments Limited
JAGANLAM,Jagan Lamps Ltd.
JAGAJITIND,Jagatjit Industries Ltd.
JAGJANANI,JAGJANANI TEXTILES LIMITED
JAGRAN,Jagran Prakashan Limited
JAGSNPHARM,Jagsonpal Pharmaceuticals Limited
JAGSONSER,JAGSONPAL SERVICES LIMITED
JAIBALAJI,Jai Balaji Industries Limited
JAICORPLTD,Jai Corp Limited
JAIMATAG,Jai Mata Glass Ltd.
JAIHIND,JAIHIND INDUSTRIES LIMITED
JISLDVREQS,Jain Irrigation Systems Limited
JISLJALEQS,Jain Irrigation Systems Limited
JAINMARMO,Jain Marmo Industries Ltd.
JAINREC,Jain Resource Recycling Limited
JAINCO,Jainco Projects (India) Ltd.
JAINEX,JAINEX AAMCOL LTD.
JAIPAN,Jaipan Industries Ltd
JPPOWER,Jaiprakash Power Ventures Limited
JAMESWARREN,James Warren Tea Limited
JAMNAAUTO,Jamna Auto Industries Limited
JAMSHRI,JAMSHRI REALTY LIMITED
JSFB,Jana Small Finance Bank Limited
JARO,Jaro Institute of Technology Management and Research Limited
JGTL,JASCH GAUGING TECHNOLOGIES LIMITED
JASCH,Jasch Industries Ltd.
JASH,Jash Engineering Limited
JATTAINDUS,Jattashankar Industries Limited
JAUSPOL,Jauss Polymers Ltd
CITYSQUARE,JAY AMBE SUPERMARKETS LIMITED
JAYBARMARU,Jay Bharat Maruti Limited
JAYKAILASH,Jay Kailash Namkeen Limited
JAYUSH,Jay Ushin Ltd.
JAYBHCR,Jayabharat Credit Ltd.
JAYAGROGN,Jayant Agro Organics Limited
JAYANT,JAYANT INFRATECH LIMITED
JAYNECOIND,Jayaswal Neco Industries Limited
JAYATMA,JAYATMA ENTERPRISES LIMITED
JAYIND,JAYATMA INDUSTRIES LIMITED
JAYKAY,Jaykay Enterprises Limited
JAYCH,Jayshree Chemicals Ltd.
JAYSREETEA,Jayshree Tea & Industries Limited
JAYSYNTH,JAYSYNTH ORGOCHEM LIMITED
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited
JBMA,JBM Auto Limited
JDCABLES,JD CABLES LIMITED
JSLL,Jeena Sikho Lifecare Limited
ZJEETMAC,Jeet Machine Tools Ltd.
JSTL,Jeevan Scientific Technology Limited
JENBURPH,Jenburkt Pharmaceuticals Ltd.
JETFREIGHT,Jet Freight Logistics Limited
JETSOLAR,JET SOLAR LIMITED
JETKINGQ,Jetking Infotrain Ltd.
JETMALL,Jetmall Spices and Masala Limited
JFL,Jhandewalas Foods Limited
JHACC,Jhaveri Credits & Capital Ltd.
JHS,JHS Svendgaard Laboratories Limited
RETAIL,JHS Svendgaard Retail Ventures Limited
JIGAR,Jigar Cables Limited
JINDCAP,Jindal Capital Ltd.
JINDRILL,Jindal Drilling And Industries Limited
JINDHOT,Jindal Hotels Ltd.
JINDALPHOT,Jindal Photo Limited
JINDALPOLY,Jindal Poly Films Limited
JPOLYINVST,Jindal Poly Investment and Finance Company Limited
JINDALSAW,Jindal Saw Limited
JSL,Jindal Stainless Limited
JINDALSTEL,JINDAL STEEL LIMITED
JINDWORLD,Jindal Worldwide Limited
JKIPL,Jinkushal Industries Limited
JIOFIN,Jio Financial Services Limited
JITFINFRA,JITF Infralogistics Limited
JKAGRI,JK Agri Genetics Limited
JKCEMENT,JK Cement Limited
JKLAKSHMI,JK Lakshmi Cement Limited
JKPAPER,JK Paper Limited
JKTYRE,JK Tyre & Industries Limited
JSHL,JLA Infraville Shoppers Limited
JMFINANCIL,JM Financial Limited
JMDVL,JMD Ventures Limited
JMJFIN,JMJ Fintech Limited
JNKINDIA,JNK India Limited
JOCIL,Jocil Limited
COCKERILL,John Cockerill India Limited
JOHNPHARMA,JOHNSON PHARMACARE LIMITED
JOINDRE,Joindre Capital Services Ltd.
JOINTECAED,Jointeca Education Solutions Limited
JOJO,JOJO LIMITED
JOLYPLS,Jolly Plastic Industries Ltd.
JONJUA,Jonjua Overseas Limited
JOSTS,Josts Engineering Co. Ltd.
JSLINDL,JSL Industries Ltd.
JSWCEMENT,JSW Cement Limited
JSWDULUX,JSW Dulux Limited
JSWENERGY,JSW Energy Limited
JSWHL,JSW Holdings Limited
JSWINFRA,JSW Infrastructure Limited
JSWSTEEL,JSW Steel Limited
JTEKTINDIA,Jtekt India Limited
JTLIND,JTL INDUSTRIES LIMITED
JUBLCPL,Jubilant Agri and Consumer Products Limited
JUBLFOOD,Jubilant Foodworks Limited
JUBLINGREA,Jubilant Ingrevia Limited
JUBLPHARMA,Jubilant Pharmova Limited
JULIEN,JULIEN AGRO INFRATECH LIMITED
JMA,Jullundur Motor Agency (Delhi) Limited
JUMBO,Jumbo Bag ltd.
JUMBFNL,Jumbo Finance Ltd.
JUNGLECAMP,JUNGLE CAMPS INDIA LIMITED
JUNIPER,Juniper Hotels Limited
JPTRLES,Jupiter Industries & Leasing Ltd.
JUPITERIN,Jupiter Infomedia Limited
JLHL,Jupiter Life Line Hospitals Limited
JWL,Jupiter Wagons Limited
JUSTDIAL,Just Dial Limited
JUSTO,Justo Realfintech Limited
JYOTIN,Jyot International Marketing Limited
JYOTHYLAB,Jyothy Labs Limited
JYOTICNC,Jyoti CNC Automation Limited
JYOTI,Jyoti Ltd.
JYOTIRES,Jyoti Resins & Adhesives Ltd
JYOTISTRUC,Jyoti Structures Limited
KKSILK,K K SILK MILLS LIMITED
KRRAIL,K&R RAIL ENGINEERING LIMITED
KVTOYS,K. V. TOYS INDIA LIMITED
KGDENIM,K.G.Denim Ltd
KMSUGAR,K.M.Sugar Mills Limited
KPEL,K.P. Energy Limited
KPRMILL,K.P.R. Mill Limited
KZLFIN,K.Z.Leasing & Finance Ltd.
KAARYAFSL,Kaarya Facilities and Services Limited
KCL,Kabra Commercial Limited
KABRADG,Kabra Drugs Ltd
KABRAEXTRU,Kabra Extrusion Technik Limited
KABSON,Kabsons Industries Ltd.
KACHCHH,Kachchh Minerals Ltd.
KAHAN,Kahan Packaging Limited
KAIRA,Kaira Can Co. Ltd.
VOLKAI,Kairosoft AI Solutions Limited
KACL,Kaiser Corporation Limited
KAIZENAGRO,KAIZEN AGRO INFRABUILD LIMITED
KAJALSY,Kajal Synthetics and Silk Mills Ltd
KAJARIACER,Kajaria Ceramics Limited
KAKA,Kaka Industries Limited
KAKATCEM,Kakatiya Cement Sugar & Industries Limited
KAKTEX,Kakatiya Textiles Ltd.
KALIND,Kalind Limited
KALLAM,KALLAM TEXTILES LTD
KALPACOMME,Kalpa Commercial Limited
KALPATARU,Kalpataru Limited
KPIL,Kalpataru Projects International Limited
KALYANCAP,Kalyan Capitals Limited
KALYANKJIL,Kalyan Jewellers India Limited
KALYANI,Kalyani Commercials Limited
KALYANIFRG,Kalyani Forge Limited
KICL,Kalyani Investment Company Limited
KSL,Kalyani Steels Limited
KAMAHOLD,Kama Holdings Limited
KAMADGIRI,Kamadgiri Fashion Limited
KAMANWALA,Kamanwala Housing Construction Ltd
KAMATHOTEL,Kamat Hotels (I) Limited
KAMDHENU,Kamdhenu Limited
KAMOPAINTS,Kamdhenu Ventures Limited
KANANIIND,Kanani Industries Limited
KANCHI,Kanchi Karpooram Limited
KANCOTEA,KANCO TEA & INDUSTRIES LIMITED
KANDAGIRI,Kandagiri Spinning Mills Ltd.
KANISHK,KANISHK ALUMINIUM INDIA LIMITED
KANSHST,Kanishk Steel Industries Ltd
KANORICHEM,Kanoria Chemicals & Industries Limited
KEIL,KANORIA ENERGY AND INFRASTRUCTURE LIMITED
KANPRPLA,Kanpur Plastipack Limited
KANSAINER,Kansai Nerolac Paints Limited
KANUNGO,KANUNGO FINANCIERS LIMITED
KAPILRAJ,Kapil Raj Finance Ltd.
KAPSTON,Kapston Services Limited
KARANWO,Karan Woo-sin ltd.
KARBON,Karbonsteel Engineering Limited
KARMAENG,Karma Energy Limited
KARNAVATI,Karnavati Finance Limited
KARNAWATI,Karnawati Innovation Limited
KCSL,Karnimata Cold Storage Limited
KARTKIN,Kartik Investments Trust Ltd.
KARURVYSYA,Karur Vysya Bank Limited
KASTURI,KASTURI METAL COMPOSITE LIMITED
KATRSPG,Katare Spinning Mills Ltd.
KATIPATANG,KATI PATANG LIFESTYLE LIMITED
KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited
KSCL,Kaveri Seed Company Limited
KAVDEFENCE,Kavveri Defence & Wireless Technologies Limited
KAYPOWR,Kay Power And Paper Ltd
KAYA,Kaya Limited
KAYCEEI,Kaycee Industries Ltd.
KAYNES,Kaynes Technology India Limited
KBSINDIA,KBS INDIA LIMITED
KCDGROUP,KCD INDUSTRIES INDIA LIMITED
KCLINFRA,KCL Infra Projects Limited
KCP,KCP Limited
KCPSUGIND,KCP Sugar and Industries Corporation Limited
KDDL,KDDL Limited
KEC,KEC International Limited
KEDIACN,Kedia Construction Co. Ltd.
KEERTHI,Keerthi Industries Ltd
KEI,KEI Industries Limited
KELLTONTEC,Kellton Tech Solutions Limited
KELENRG,Keltech Energies Ltd.
KEMISTAR,Kemistar Corporation Limited
KEMP,Kemp & Company Limited
KENFIN,Ken Financial Services Ltd.
KENNAMET,Kennametal India Limited
KENRIK,Kenrik Industries Limited
KENVI,Kenvi Jewels Limited
KERALAYUR,Kerala Ayurveda Limited
KERNEX,Kernex Microsystems (India) Limited
KESARENT,Kesar Enterprises Ltd.
KESAR,KESAR INDIA LIMITED
KESARPE,Kesar Petroproducts Ltd
KTIL,Kesar Terminals & Infrastructure Limited
KESORAMIND,Kesoram Industries Limited
KKCL,Kewal Kiran Clothing Limited
KEYCORP,Key Corp Ltd
KEYFINSERV,Keynote Financial Services Limited
RUSTOMJEE,Keystone Realtors Limited
KFINTECH,Kfin Technologies Limited
KGPETRO,KG Petrochem Ltd.
KHADIM,Khadim India Limited
KHAITANLTD,Khaitan (India) Limited
KHAICHEM,Khaitan Chemicals & Fertilizers Limited
ZKHANDEN,Khandelwal Extraction Ltd.
KHANDSE,Khandwala Securities Limited
KHAZANCHI,Khazanchi Jewellers Limited
KDML,Khemani Distributors & Marketing Limited
KHOOBSURAT,Khoobsurat Ltd.
KGVL,Khyati Global Ventures Limited
KIAASA,KIAASA RETAIL LIMITED
KAJARIR,KIC Metaliks Ltd.
KIDUJA,Kiduja  India  Ltd
KIFS,KIFS Financial Services Ltd
KLBRENG-B,Kilburn Engineering Limited
KILITCH,Kilitch Drugs (India) Limited
KIMIABL,KIMIA BIOSCIENCES LIMITED
KINETICENG,Kinetic Engineering Ltd.
KINETRU,Kinetic Trust Ltd.
KINGFA,Kingfa Science & Technology (India) Limited
KINGSINFR,Kings Infra Ventures Limited
KIOCL,KIOCL Limited
KIRANSY-B,Kiran Syntex Ltd.
KIRANVYPAR,Kiran Vyapar Limited
KIRIINDUS,Kiri Industries Limited
KIRLOSBROS,Kirloskar Brothers Limited
KECL,Kirloskar Electric Company Limited
KIRLFER,Kirloskar Ferrous Industries Limited
KIRLOSIND,Kirloskar Industries Limited
KIRLOSENG,Kirloskar Oil Engines Limited
KIRLPNU,Kirloskar Pneumatic Company Limited
KISAAN,KISAAN PARIVAR INDUSTRIES LIMITED
KISAN,Kisan Mouldings Ltd.
KITEX,Kitex Garments Limited
KIZI,Kizi Apparels Limited
KJMCCORP,KJMC Corporate Advisors (India) Ltd.
KJMCFIN,KJMC Financial Services Ltd.
KKSHL,KK Shah Hospitals Limited
KKALPANAIND,Kkalpana Industries (India) Ltd
KKPLASTICK,Kkalpana Plastick Limited
KMCSHIL,KMC Speciality Hospitals India Limited
KMFBLDR,KMF Builders & Developers Ltd.
KMGMILK,KMG Milk Food Limited
KMSMEDI,KMS Medisurgi Limited
KNAGRI,KN Agri Resources Limited
KMEW,Knowledge Marine & Engineering Works Limited
KNRCON,KNR Constructions Limited
KOBO,KOBO BIOTECH LIMITED
KOHINOOR,Kohinoor Foods Limited
KOKUYOCMLN,Kokuyo Camlin Limited
KOLTEPATIL,Kolte - Patil Developers Limited
KONNDOR,KONNDOR INDUSTRIES LIMITED
KOPRAN,Kopran Limited
KOTAKBANK,Kotak Mahindra Bank Limited
SENSEX1,Kotak Mahindra Mutual Fund
NIFTY1,Kotak Mahindra Mutual Fund
PSUBANK,Kotak Mahindra Mutual Fund - Permitted
BANKNIFTY1,Kotak Mahindra Mutual Fund - Permitted
LIQUID1,Kotak Mahindra Mutual Fund - Permitted
ALPHA,Kotak Mahindra Mutual Fund - Permitted
KFBL,Kothari Fermanatation & Biochem Ltd
KOTIC,Kothari Industrial Corporation Limited
KOTHARIPET,Kothari Petrochemicals Limited
KOTHARIPRO,Kothari Products Limited
KOTARISUG,Kothari Sugars And Chemicals Limited
KEL,Kotia Enterprises Limited
KOTYARK,Kotyark Industries Limited
KOURA,KOURA FINE DIAMOND JEWELRY LIMITED
KOVAI,Kovai Medical Center & Hospital Limited
ZKOVALIN,Kovalam Inv. & Trading Co.Ltd.
KLRFM,KOVILPATTI LAKSHMI ROLLER FLOUR MILLS  LTD
KPGEL,KP GREEN ENGINEERING LIMITED
KPIGREEN,KPI Green Energy Limited
KPITTECH,KPIT Technologies Limited
KPT,KPT INDUSTRIES LIMITED
KRANTI,Kranti Industries Limited
KRBL,KRBL Limited
KREBSBIO,Krebs Biochemicals and Industries Limited
KREONFIN,Kreon Finnancial Services Limited
KRETTOSYS,KRETTO SYSCON LIMITED
KRIDHANINF,Kridhan Infra Limited
KRISHANA,Krishana Phoschem Limited
KVFORGE,KRISHANVEER FORGE LIMITED
KRISHIVAL,Krishival Foods Limited
KRISHPP,KRISHIVAL FOODS LIMITED
KRISHNADEF,Krishna Defence And Allied Industries Limited
KRIFILIND,KRISHNA FILAMENT INDUSTRIES LIMITED
KIMS,Krishna Institute of Medical Sciences Limited
KRISHNA,Krishna Ventures Limited
KRITI,Kriti Industries (India) Limited
KRITINUT,Kriti Nutrients Limited
KRITIKA,Kritika Wires Limited
KRN,KRN Heat Exchanger and Refrigeration Limited
KRONOX,Kronox Lab Sciences Limited
KROSS,Kross Limited
KRSNAA,Krsnaa Diagnostics Limited
KRUPALU,Krupalu Metals Limited
KRYPTONQ,Krypton Industries Ltd
KRYSTAL,Krystal Integrated Services Limited
KSSMART,KS Smart Technologies Limited
KSB,Ksb Limited
KSE,KSE Ltd.
KSHINTL,KSH International Limited
KSHITIJPOL,Kshitij Polyline Limited
KSOLVES,Ksolves India Limited
KSR,KSR Footwear Limited
KUANTUM,Kuantum Papers Limited
KUBERJI,Kuber Udyog Limited
KGES,Kuberan Global Edu Solutions Limited
KUMPFIN,Kumbhat Financial Services Ltd.
KUNSTOFF,Kunststoffe Industries Ltd.
KUSUMEL,Kusam Electrical Industies Ltd.
KUSHIND,Kush Industries Limited
KUWERIN,Kuwer Industries Ltd.
KVSCASTING,KVS Castings Limited
KPL,Kwality Pharmaceuticals Limited
KWIL,Kwality Wall's (India) Limited
LTF,L&T Finance Limited
LTTS,L&T Technology Services Limited
LTELEVATOR,L. T. ELEVATOR LIMITED
LKMEHTA,L.K.MEHTA POLYMERS LIMITED
LAOPALA,La Opala RG Limited
LATIMMETAL,La Tim Metal & Industries Limited
LABELKRAFT,LABELKRAFT TECHNOLOGIES LIMITED
LACTOSE,Lactose (India) Ltd.
LAHL,Ladam Affortable Housing Limited
LADDERUP,Ladderup Finance Ltd.
LADDU,LADDU GOPAL ONLINE SERVICES LIMITED
LAFFANSQ,Laffans Petrochemicals Ltd.
LAGNAM,Lagnam Spintex Limited
LAHOTIOV,Lahoti Overseas Limited
LAKESHORE,LAKE SHORE REALTY LIMITED
LAKHOTIA,LAKHOTIA POLYESTERS (INDIA) LIMITED
LAKSELEC,Lakshmi Electrical Control Systems
LAKSHMIEW,LAKSHMI ENGINEERING AND WAREHOUSING LIMITED
LFIC,Lakshmi Finance & Industrial Corporation Limited
LAKSHMIMIL,Lakshmi Mills Company ltd
LAKPRE,Lakshmi Precision Screws Limited
LAMBODHARA,Lambodhara Textiles Limited
LANCER,Lancer Container Lines Limited
LANCORHOL,Lancor Holdings Limited
LANDMARC,Landmarc Leisure Corporation Ltd.
LANDMARK,Landmark Cars Limited
LGLL,LANDMARK GLOBAL LEARNING LIMITED
LPDC,Landmark Property Development Company Limited
LANDSMILL,Landsmill Green Limited
LT,Larsen & Toubro Limited
LASA,Lasa Supergenerics Limited
LASTMILE,LAST MILE ENTERPRISES LIMITED
LATENTVIEW,Latent View Analytics Limited
LATTEYS,Latteys Industries Limited
LAURUSLABS,Laurus Labs Limited
LAXMICOT,Laxmi Cotspin Limited
LAXMIDENTL,Laxmi Dental Limited
LGHL,Laxmi Goldorna House Limited
LAXMIINDIA,Laxmi India Finance Limited
LXCHEM,Laxmi Organic Industries Limited
LAXMIPATI,LAXMIPATI ENGINEERING WORKS LIMITED
LCCINFOTEC,LCC Infotech Limited
LELAVOIR,LE LAVOIR LIMITED
LEMERITE,Le Merite Exports Limited
IXIGO,Le Travenues Technology Limited
LEADFIN,Lead Financial Services  Ltd
LLFICL,LEADING LEASING FINANCE AND INVESTMENT CO. LIMITED
LEENEE,Lee & Nee Softwares (Exports) Ltd.
THELEELA,Leela Palaces Hotels & Resorts Limited
LEHAR,LEHAR FOOTWEARS LIMITED
LEMONTREE,Lemon Tree Hotels Limited
LENSKART,Lenskart Solutions Limited
VANDU,LEO DRYFRUITS & SPICES TRADING LIMITED
LERTHAI,LERTHAI FINANCE LIMITED
LESHAIND,Lesha Industries Limited
LEX,Lex Nimble Solutions Limited
LEXGLOBAL,LEXORA GLOBAL LIMITED
LEXORAA,LEXORAA INDUSTRIES LIMITED
LEXUS,Lexus Granito (India) Limited
LGBBROSLTD,LG Balakrishnan & Bros Limited
LGEINDIA,LG Electronics India Limited
LGBFORGE,LGB Forge Limited
LGT,LGT Business Connextions Limited
LIBAS,Libas Consumer Products Limited
LIBERTSHOE,Liberty Shoes Limited
LIBORDFIN,Libord Finance Limited
LIBORD,Libord Securities Ltd.
LICHSGFIN,LIC Housing Finance Limited
LICNETFN50,LIC Mutual Fund
LICNETFSEN,LIC Mutual Fund
LICNFNHGP,LIC Mutual Fund
LICNMID100,LIC Mutual Fund
LICI,Life Insurance Corporation Of India
LIKHAMI,LIKHAMI CONSULTING LIMITED
LIKHITHA,Likhitha Infrastructure Limited
LIMECHM,Lime Chemicals Ltd.
LINC,Linc Limited
LINCOLN,Lincoln Pharmaceuticals Limited
LINDEINDIA,Linde India Limited
LINKPH,Link Pharma Chem Ltd.
LIPPISYS,Lippi Systems Ltd.
LKPSEC,LKP Securities Limited
LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED
LLOYDSENT,Lloyds Enterprises Limited
LLOYDSME,Lloyds Metals And Energy Limited
LMW,LMW Limited
LODHA,Lodha Developers Limited
LOGICA,LOGICA INFOWAY LIMITED
LOGICIEL,Logiciel Solutions Limited
LOKESHMACH,Lokesh Machines Limited
LONGSPUR,Longspur International Ventures Limited
LOOKS,Looks Health Services Limited
LORDSCHLO,Lords Chloro Alkali Limited
LORDSHOTL,Lords Ishwar Hotels Limited
LAL,Lorenzini Apparels Limited
LOTUSCHO,Lotus Chocolate Co. Ltd.
LOTUSEYE,Lotus Eye Hospital and Institute Limited
LOVABLE,Lovable Lingerie Limited
LOYAL,Loyal Equipments Limited
LOYALTEX,Loyal Textile Mills Limited
LTFOODS,LT Foods Limited
LTM,LTM Limited
LUDLOWJUT,Ludlow Jute & Specialities Ltd
LUMAXTECH,Lumax Auto Technologies Limited
LUMAXIND,Lumax Industries Limited
LUPIN,Lupin Limited
LUXIND,Lux Industries Limited
LUXURY,Luxury Time Limited
LWSKNIT,LWS Knitwear Ltd
LYKALABS,Lyka Labs Limited
LYKISLTD,Lykis Limited
LYONSCO,Lyons Corporate Market Ltd.
LYPSAGEMS,Lypsa Gems & Jewellery Limited
MBEL,M & B Engineering Limited
MKPL,M K Proteins Limited
MLINDLTD,M LAKHAMSI INDUSTRIES LIMITED
MPKSTEELS,M P K STEELS (I) LIMITED
MCL,M TEK COPPER LIMITED
MKEXIM,M. K. Exim (India) Ltd.
MMRUBBR-B,M.M. Rubber Company Ltd.
MPAGI,M.P. Agro Industries Ltd.
MANIVENI,M.R.MANIVENI FOODS LIMITED
MAANALU,Maan Aluminium Limited
MCCHRLS-B,Mac Charles India Limited
MACH,Mac Hotels Limited
ROBU,Macfos Limited
MACHLTD,MACH TRAVEL SOLUTIONS LIMITED
MACIND,Machhar Industries Limited
MACPLASQ,Machino Plastics Ltd
MACPOWER,Macpower CNC Machines Limited
MADALA,MADALA HOLDINGS LIMITED
MADHAVIPL,Madhav Infra Projects Limited
MADHAV,Madhav Marbles and Granites Limited
MADHUCON,Madhucon Projects Limited
MADHUDIN,Madhusudan Industries Ltd.
MADHUSE,Madhusudan Securities Ltd
MBAPL,Madhya Bharat Agro Products Limited
MADRASFERT,Madras Fertilizers Limited
METSL,MAESTROS ELECTRONICS & TELECOMMUNICATIONS SYSTEMS LTD
MAFATIND,Mafatlal Industries Limited
MAFIA,MAFIA TRENDS LIMITED
MAGADSUGAR,Magadh Sugar & Energy Limited
MCLOUD,Magellanic Cloud Limited
MAGENTA,Magenta Lifecare Limited
MAGNAELQ,Magna Electro Castings Ltd.
MAGANTR,Magnanimous Trade & Finance Ltd.
MAGNUM,Magnum Ventures Limited
MAGNUS,MAGNUS STEEL AND INFRA LIMITED
MAHAPEXLTD,Maha Rashtra Apex Corporation Limited
MFML,Mahalaxmi Fabric Mills Limited
MHLXMIRU,Mahalaxmi Rubtech Limited
MAHALXSE,Mahalaxmi Seamless Ltd.
MAHALIFE,MAHAMAYA LIFESCIENCES LIMITED
MAHASTEEL,Mahamaya Steel Industries Limited
MGL,Mahanagar Gas Limited
MTNL,Mahanagar Telephone Nigam Limited
MAHACORP,Maharashtra Corporation Ltd.
MAHSCOOTER,Maharashtra Scooters Limited
MAHSEAMLES,Maharashtra Seamless Limited
MHSGRMS,Mahasagar Travels Ltd.
MAHESHWARI,Maheshwari Logistics Limited
M&MFIN,Mahindra & Mahindra Financial Services Limited
M&M,Mahindra & Mahindra Limited
MAHEPC,Mahindra EPC Irrigation Limited
MHRIL,Mahindra Holidays & Resorts India Limited
MAHLIFE,Mahindra Lifespace Developers Limited
MAHLOG,Mahindra Logistics Limited
MAHIP,Mahip Industries Limited
MAIDEN,Maiden Forgings Limited
MAITHANALL,Maithan Alloys Limited
MAITRI,Maitri Enterprises Limited
MAJESAUT,Majestic Auto Limited
MAKERSL,Makers Laboratories Ltd.
MALLCOM,Mallcom (India) Limited
MALPANI,MALPANI PIPES AND FITTINGS LIMITED
MALTLAND,MALT LAND DISTILLERIES LIMITED
MALUPAPER,Malu Paper Mills Limited
MAMATA,Mamata Machinery Limited
MANINDS,Man Industries (India) Limited
MANINFRA,Man Infraconstruction Limited
MANAKALUCO,Manaksia Aluminium Company Limited
MANAKCOAT,Manaksia Coated Metals & Industries Limited
MANAKSIA,Manaksia Limited
MANAKSTEEL,Manaksia Steels Limited
MANALIPETC,Manali Petrochemicals Limited
MANAPPURAM,Manappuram Finance Limited
MANAS,Manas Properties Limited
MANBA,Manba Finance Limited
MANBRO,Manbro Industries Limited
MANGALCOMP,Mangal Compusolution Limited
MANCREDIT,Mangal Credit and Fincorp Limited
MEIL,Mangal Electrical Industries Limited
MANGLMCEM,Mangalam Cement Limited
MANGALAM,Mangalam Drugs And Organics Limited
MGEL,Mangalam Global Enterprise Limited
MANGIND,Mangalam Industrial Finance Limited
MANORG,Mangalam Organics Limited
MSL,Mangalam Seeds Limited
MWL,Mangalam Worldwide Limited
MRPL,Mangalore Refinery and Petrochemicals Limited
MANGLAM,Manglam Global Corporations Limited
MNPLFIN,Manipal Finance Corporation Ltd.
MANKIND,Mankind Pharma Limited
MCPL,Manoj Ceramic Limited
MANOJJEWEL,Manoj Jewellers Limited
MVGJL,Manoj Vaibhav Gems N Jewellers Limited
MANOMAY,Manomay Tex India Limited
MANORAMA,Manorama Industries Limited
MANRAJH,Manraj Housing Finance Ltd.
MANSIFIN,Mansi Finance (Chennai) Ltd
ZMANSOON,Mansoon Trading Co. Ltd.
MANTRA,Mantra Capital Limited
MANUGRAPH,Manugraph India Limited
MAPROIN,Mapro Industries Ltd
MARALOVER,Maral Overseas Limited
MARATHON,Marathon Nextgen Realty Limited
MARBLE,MARBLE CITY INDIA LIMITED
MARCLOIRE,MARC LOIRE FASHIONS LIMITED
MSCTC,Mardia Samyoung Capillary Tubes Co.
MTPL,MARG TECHNO PROJECTS LIMITED
MARGOFIN,Margo Finance Limited
MARICO,Marico Limited
MARINE,Marine Electricals (India) Limited
MARIS,Maris Spinners Ltd.
MKTCREAT,Market Creators Ltd.
MARKOLINES,Markolines Pavement Technologies Limited
